From	Entry	Reviewed	Entry Name	Length
Q3KR64	Q3KR64	reviewed	CX049_RAT	510
P63161	P63161	reviewed	KCNE2_RAT	123
Q9VR19	Q9VR19	reviewed	ELBA3_DROME	379
Q9JJR2	Q9JJR2	reviewed	XLR5C_MOUSE	179
Q91W39	Q91W39	reviewed	NCOA5_MOUSE	579
O16887	O16887	reviewed	YCTG2_CAEEL	202
Q9QZ71	Q9QZ71	reviewed	S53A1_MUSTR	696
Q1ZXD3	Q1ZXD3	reviewed	PSMD3_DICDI	504
O88196	O88196	reviewed	TTC3_MOUSE	1979
Q7KTH8	Q7KTH8	reviewed	CSN8_DROME	182
P50137	P50137	reviewed	TKT_RAT	623
O74760	O74760	reviewed	EIF3A_SCHPO	932
O82656	O82656	reviewed	PTP1_ARATH	340
Q9DF50	Q9DF50	reviewed	CLSPN_XENLA	1285
A2A8U2	A2A8U2	reviewed	TM201_MOUSE	664
Q9H4M7	Q9H4M7	reviewed	PKHA4_HUMAN	779
P38871	P38871	reviewed	SSP1_YEAST	571
B0YCP1	B0YCP1	reviewed	GPRM_ASPFC	497
Q9D495	Q9D495	reviewed	SYCE1_MOUSE	329
Q6NS57	Q6NS57	reviewed	MABP1_MOUSE	1503
Q9ES52	Q9ES52	reviewed	SHIP1_MOUSE	1191
P82126	P82126	reviewed	N190_PIG	53
P20795	P20795	reviewed	VPS33_YEAST	691
G2HK15	G2HK15	reviewed	APTF2_CAEEL	367
Q3ED78	Q3ED78	reviewed	C3H7_ARATH	470
Q68FU8	Q68FU8	reviewed	SUGP1_RAT	644
Q9GZN1	Q9GZN1	reviewed	ARP6_HUMAN	396
Q59UY7	Q59UY7	reviewed	SEF1_CANAL	917
Q7LL14	Q7LL14	reviewed	RU2B_SCHPO	111
Q8H0U5	Q8H0U5	reviewed	TIC62_ARATH	641
Q9Z1W6	Q9Z1W6	reviewed	LYRIC_RAT	581
Q940L4	Q940L4	reviewed	PLIP3_ARATH	649
P39563	P39563	reviewed	YAN4_YEAST	99
Q8R2X8	Q8R2X8	reviewed	GO45_MOUSE	403
O14183	O14183	reviewed	MU114_SCHPO	151
Q7TSG5	Q7TSG5	reviewed	SH321_MOUSE	549
Q9NCL8	Q9NCL8	reviewed	PITP1_DICDI	264
Q9ZVJ5	Q9ZVJ5	reviewed	SGGP_ARATH	244
Q8TAK5	Q8TAK5	reviewed	GABP2_HUMAN	448
O60158	O60158	reviewed	BQT4_SCHPO	432
Q8BGV9	Q8BGV9	reviewed	ATG4D_MOUSE	474
Q8N2H4	Q8N2H4	reviewed	SYS1_HUMAN	156
P36040	P36040	reviewed	POC2_YEAST	267
Q9C1B7	Q9C1B7	reviewed	TRI3_FUSSP	519
Q12493	Q12493	reviewed	NKP1_YEAST	238
Q84M91	Q84M91	reviewed	TANB_ARATH	444
Q9FNE9	Q9FNE9	reviewed	ATXR6_ARATH	349
A7M6E8	A7M6E8	reviewed	TM1S_SOLLC	754
P35183	P35183	reviewed	AST1_YEAST	429
Q9NQ33	Q9NQ33	reviewed	ASCL3_HUMAN	180
Q6DRL5	Q6DRL5	reviewed	MBB1A_DANRE	1269
P32452	P32452	reviewed	PHA2_YEAST	334
Q7S7U5	Q7S7U5	reviewed	COX7_NEUCR	71
I1MRZ6	I1MRZ6	reviewed	DAT32_SOYBN	338
P47041	P47041	reviewed	BIT61_YEAST	543
Q9SRR0	Q9SRR0	reviewed	PEX13_ARATH	304
Q9FJW6	Q9FJW6	reviewed	PP451_ARATH	798
Q07950	Q07950	reviewed	YEH2_YEAST	538
P62651	P62651	reviewed	ERI1_YEAST	68
P53244	P53244	reviewed	ART5_YEAST	586
Q2VPA6	Q2VPA6	reviewed	HELQ_MOUSE	1069
Q95749	Q95749	reviewed	RT03_ARATH	556
P29090	P29090	reviewed	BGL3_ASPWE	63
Q9Y2B1	Q9Y2B1	reviewed	RXLT1_HUMAN	443
F4IHY7	F4IHY7	reviewed	PTA12_ARATH	527
O77059	O77059	reviewed	CRY1_DROME	542
Q91WJ0	Q91WJ0	reviewed	FRS3_MOUSE	492
P20139	P20139	reviewed	PEP1_THUOR	58
Q8BZ32	Q8BZ32	reviewed	ASXL2_MOUSE	1370
A1Z8X3	A1Z8X3	reviewed	RTTN_DROME	1977
Q95RR8	Q95RR8	reviewed	PAN3_DROME	790
Q9LVM5	Q9LVM5	reviewed	TTHL_ARATH	324
Q80SU7	Q80SU7	reviewed	GVIN1_MOUSE	2427
Q9U720	Q9U720	reviewed	DCSA_DICDI	1059
Q9FVR6	Q9FVR6	reviewed	Y1222_ARATH	296
Q8NC74	Q8NC74	reviewed	RB8NL_HUMAN	664
P54000	P54000	reviewed	SUB1_YEAST	292
P17558	P17558	reviewed	RTPT_YEAST	318
O94653	O94653	reviewed	BMS1_SCHPO	1121
Q9XUE7	Q9XUE7	reviewed	CFP1_CAEEL	508
P33891	P33891	reviewed	TIP20_YEAST	701
Q9SYZ9	Q9SYZ9	reviewed	TAF8_ARATH	353
I1BRD6	I1BRD6	reviewed	FTR1_RHIO9	368
Q8K070	Q8K070	reviewed	SAM14_MOUSE	417
Q9VD44	Q9VD44	reviewed	GLD2A_DROME	1364
Q9FLZ8	Q9FLZ8	reviewed	EDL2_ARATH	249
Q80ZS3	Q80ZS3	reviewed	RT26_MOUSE	200
B8NLU5	B8NLU5	reviewed	ATFB_ASPFN	318
Q03148	Q03148	reviewed	SNZ1_YEAST	297
P84800	P84800	reviewed	PLAS_THAOC	38
Q3KNJ2	Q3KNJ2	reviewed	NHEJ1_MOUSE	295
K2RQZ2	K2RQZ2	reviewed	MPSF_MACPH	410
Q7YSI9	Q7YSI9	reviewed	UNC53_CAEEL	1654
Q7TNH6	Q7TNH6	reviewed	NPHP3_MOUSE	1325
P46956	P46956	reviewed	PHO86_YEAST	311
A2AG06	A2AG06	reviewed	MEIOC_MOUSE	965
P53154	P53154	reviewed	GUP1_YEAST	560
Q9P2G3	Q9P2G3	reviewed	KLH14_HUMAN	628
P0CG12	P0CG12	reviewed	DERPC_HUMAN	524
Q9R062	Q9R062	reviewed	GLYG_MOUSE	333
Q10I20	Q10I20	reviewed	XAT3_ORYSJ	576
P31072	P31072	reviewed	6PGD_TRYBB	479
Q02202	Q02202	reviewed	ECM9_YEAST	377
Q9CWY3	Q9CWY3	reviewed	SETD6_MOUSE	473
B8NR70	B8NR70	reviewed	DTPB_ASPFN	357
Q9UFC0	Q9UFC0	reviewed	LRWD1_HUMAN	647
Q8IYT3	Q8IYT3	reviewed	CC170_HUMAN	715
D0G6S1	D0G6S1	reviewed	DCTN6_PIG	190
Q96GF1	Q96GF1	reviewed	RN185_HUMAN	192
Q06712	Q06712	reviewed	PREG_NEUCR	483
D2W6T1	D2W6T1	reviewed	TET1_NAEGR	321
Q3UVR3	Q3UVR3	reviewed	TTBK2_MOUSE	1243
Q3U2V3	Q3U2V3	reviewed	NUD18_MOUSE	323
Q65XF2	Q65XF2	reviewed	OSA15_ORYSJ	457
Q08949	Q08949	reviewed	DDC1_YEAST	612
P32854	P32854	reviewed	PEP12_YEAST	288
Q03956	Q03956	reviewed	RAV2_YEAST	351
P46671	P46671	reviewed	FAR3_YEAST	204
P12866	P12866	reviewed	STE6_YEAST	1290
Q12440	Q12440	reviewed	APC2_YEAST	853
Q8NDB6	Q8NDB6	reviewed	FA156_HUMAN	213
P38356	P38356	reviewed	BSD2_YEAST	321
P30658	P30658	reviewed	CBX2_MOUSE	519
Q94234	Q94234	reviewed	HMG5_CAEEL	204
P17511	P17511	reviewed	MT1_CAEEL	75
P53065	P53065	reviewed	TAD1_YEAST	400
Q96QI5	Q96QI5	reviewed	HS3S6_HUMAN	342
P43582	P43582	reviewed	WWM1_YEAST	211
P13434	P13434	reviewed	HAP3_YEAST	144
B3DMA0	B3DMA0	reviewed	P5I11_RAT	189
Q6JHU9	Q6JHU9	reviewed	CBP_RAT	2442
Q8CCG4	Q8CCG4	reviewed	DPPA4_MOUSE	296
P83268	P83268	reviewed	IF2A_RABIT	52
Q54XY4	Q54XY4	reviewed	SCAA_DICDI	1582
P06778	P06778	reviewed	RAD52_YEAST	471
A5HEI1	A5HEI1	reviewed	SCC2_ARATH	1846
O59740	O59740	reviewed	MOD5P_SCHPO	522
Q90Z72	Q90Z72	reviewed	NFIL3_CHICK	458
A7TUE1	A7TUE1	reviewed	CCLOP_MEDTR	513
D2KKB4	D2KKB4	reviewed	TOXPH_AMAPH	143
P07143	P07143	reviewed	CY1_YEAST	309
Q8L7F9	Q8L7F9	reviewed	B3GTF_ARATH	643
Q8N3F8	Q8N3F8	reviewed	MILK1_HUMAN	863
Q7TSH2	Q7TSH2	reviewed	KPBB_MOUSE	1085
Q54E64	Q54E64	reviewed	TSTC_DICDI	563
P09597	P09597	reviewed	RR8_SPIOL	134
K2SE88	K2SE88	reviewed	MPSD_MACPH	396
O94955	O94955	reviewed	RHBT3_HUMAN	611
P02698	P02698	reviewed	GBG1_BOVIN	74
A0A1B2CTB8	A0A1B2CTB8	reviewed	PENJ_PENTH	199
Q9VF36	Q9VF36	reviewed	ACYP2_DROME	102
A0A1L5YKS7	A0A1L5YKS7	reviewed	MTSL4_MARPO	431
Q3U308	Q3U308	reviewed	CTU2_MOUSE	514
P36631	P36631	reviewed	STE11_SCHPO	468
C0HJV2	C0HJV2	reviewed	LEC_LUFAC	209
Q9VE04	Q9VE04	reviewed	RM55_DROME	107
Q7Z3B4	Q7Z3B4	reviewed	NUP54_HUMAN	507
Q96T23	Q96T23	reviewed	RSF1_HUMAN	1441
B9EJR8	B9EJR8	reviewed	DAAF5_MOUSE	853
Q5BKR2	Q5BKR2	reviewed	SL9B2_MOUSE	547
P53568	P53568	reviewed	CEBPG_MOUSE	150
Q9S823	Q9S823	reviewed	LNG2_ARATH	905
P53275	P53275	reviewed	YG37_YEAST	312
O94646	O94646	reviewed	MED8_SCHPO	200
O43716	O43716	reviewed	GATC_HUMAN	136
Q9C0D4	Q9C0D4	reviewed	Z518B_HUMAN	1074
O03983	O03983	reviewed	LEA14_ARATH	151
Q8BHG9	Q8BHG9	reviewed	CGBP1_MOUSE	167
Q92990	Q92990	reviewed	GLMN_HUMAN	594
P29617	P29617	reviewed	PROS_DROME	1703
P25039	P25039	reviewed	EFGM_YEAST	761
Q9LPT6	Q9LPT6	reviewed	OTU2_ARATH	208
Q22271	Q22271	reviewed	UNC58_CAEEL	591
Q6P5E8	Q6P5E8	reviewed	DGKQ_MOUSE	934
Q96PM9	Q96PM9	reviewed	Z385A_HUMAN	386
P86358	P86358	reviewed	GLOV_HELVI	36
P38075	P38075	reviewed	PDX3_YEAST	228
S0DLN5	S0DLN5	reviewed	APF3_GIBF5	295
Q9UTH9	Q9UTH9	reviewed	DUS3_SCHPO	617
Q9NPG3	Q9NPG3	reviewed	UBN1_HUMAN	1134
A0A646QV53	A0A646QV53	reviewed	LECS1_MYTVI	129
Q8GUT5	Q8GUT5	reviewed	GNAT6_ARATH	288
B1AY10	B1AY10	reviewed	NFX1_MOUSE	1114
P81762	P81762	reviewed	RNPO_PLEOS	101
Q9C758	Q9C758	reviewed	TCP24_ARATH	324
Q53HV7	Q53HV7	reviewed	SMUG1_HUMAN	270
P46159	P46159	reviewed	DEFB1_BOVIN	38
Q03954	Q03954	reviewed	SPC19_YEAST	165
K7NCP5	K7NCP5	reviewed	SIDN_EPIFI	1928
G2Q0E2	G2Q0E2	reviewed	PEX10_THET4	454
Q2YD98	Q2YD98	reviewed	UVSSA_HUMAN	709
Q9HBM0	Q9HBM0	reviewed	VEZA_HUMAN	779
C0HM43	C0HM43	reviewed	SCNA2_TITCE	61
P15872	P15872	reviewed	H13_WHEAT	31
B7G6D3	B7G6D3	reviewed	MCA3C_PHATC	337
Q6PH17	Q6PH17	reviewed	ATAT_DANRE	297
Q8BHH8	Q8BHH8	reviewed	CLRN3_MOUSE	226
Q3UQI9	Q3UQI9	reviewed	MINY4_MOUSE	744
Q96SL8	Q96SL8	reviewed	FIZ1_HUMAN	496
P02445	P02445	reviewed	KRA34_SHEEP	98
Q9HD33	Q9HD33	reviewed	RM47_HUMAN	250
Q9VZJ9	Q9VZJ9	reviewed	MUL1_DROME	338
P42793	P42793	reviewed	RM05_ARATH	185
Q9C829	Q9C829	reviewed	NU50A_ARATH	440
P47166	P47166	reviewed	SGM1_YEAST	707
P40017	P40017	reviewed	YAT2_YEAST	923
P40004	P40004	reviewed	YEA4_YEAST	342
Q8BFT2	Q8BFT2	reviewed	HAUS4_MOUSE	363
D6WMX4	D6WMX4	reviewed	PINK1_TRICA	570
Q54PT9	Q54PT9	reviewed	MRFA_DICDI	932
Q9S7N2	Q9S7N2	reviewed	TAA1_ARATH	391
F4KG50	F4KG50	reviewed	SHOC1_ARATH	1594
P29084	P29084	reviewed	T2EB_HUMAN	291
Q8WW35	Q8WW35	reviewed	DYT2B_HUMAN	142
Q8NA23	Q8NA23	reviewed	WDR31_HUMAN	367
Q9SG91	Q9SG91	reviewed	UCRQ1_ARATH	72
Q9Y7M6	Q9Y7M6	reviewed	RRP1_SCHPO	217
P82611	P82611	reviewed	ACON_CANAL	777
Q9N4G4	Q9N4G4	reviewed	MED1_CAEEL	1475
P17063	P17063	reviewed	GIA1_GIAIN	295
P38699	P38699	reviewed	STB5_YEAST	743
Q9CUS9	Q9CUS9	reviewed	SPPL3_MOUSE	384
O23249	O23249	reviewed	CKS1_ARATH	87
P85830	P85830	reviewed	DIUX_APIME	31
Q6RFY2	Q6RFY2	reviewed	PHAR3_RAT	517
P53958	P53958	reviewed	BOP3_YEAST	396
Q8CD60	Q8CD60	reviewed	INSY1_MOUSE	292
Q6PDZ2	Q6PDZ2	reviewed	TAF1C_MOUSE	836
Q80Y19	Q80Y19	reviewed	RHGBA_MOUSE	987
Q15170	Q15170	reviewed	TCAL1_HUMAN	159
Q9UW14	Q9UW14	reviewed	PACC_CANAL	661
P48239	P48239	reviewed	GTO1_YEAST	356
Q7XA73	Q7XA73	reviewed	TIF4A_ARATH	313
Q9N3P1	Q9N3P1	reviewed	PID2_CAEEL	454
Q8SSH0	Q8SSH0	reviewed	GLO2_ENCCU	249
Q5XPK0	Q5XPK0	reviewed	SCARL_ARATH	2028
O76075	O76075	reviewed	DFFB_HUMAN	338
Q7L2Z9	Q7L2Z9	reviewed	CENPQ_HUMAN	268
P40856	P40856	reviewed	SA185_YEAST	1058
P11495	P11495	reviewed	K1B_METSE	36
Q3E739	Q3E739	reviewed	YI021_YEAST	70
P40314	P40314	reviewed	NACB2_YEAST	149
C0HJZ2	C0HJZ2	reviewed	HBA_SOMMI	124
O60942	O60942	reviewed	MCE1_HUMAN	597
P0DKI1	P0DKI1	reviewed	SDH32_ARATH	213
Q86SH2	Q86SH2	reviewed	ZAR1_HUMAN	424
P80502	P80502	reviewed	CH60_SOLTU	40
P52181	P52181	reviewed	TGM2_PAGMA	695
Q9LZ60	Q9LZ60	reviewed	SMR3_ARATH	115
Q93YV5	Q93YV5	reviewed	DA2_ARATH	401
Q80X08	Q80X08	reviewed	WASC2_RAT	1328
Q66GQ5	Q66GQ5	reviewed	RWA3_ARATH	540
A0A0D1DRJ3	A0A0D1DRJ3	reviewed	UPA2_USTMA	2121
O74689	O74689	reviewed	NDE1_EMENI	586
Q8SX83	Q8SX83	reviewed	SPEN_DROME	5560
O94522	O94522	reviewed	RSC7_SCHPO	390
Q9MYU4	Q9MYU4	reviewed	ENTP1_PIG	510
Q14254	Q14254	reviewed	FLOT2_HUMAN	428
Q502X0	Q502X0	reviewed	MORN2_HUMAN	79
Q922B1	Q922B1	reviewed	MACD1_MOUSE	323
Q09915	Q09915	reviewed	SPT6_SCHPO	1365
Q5ANB1	Q5ANB1	reviewed	WOR2_CANAL	446
Q63HM2	Q63HM2	reviewed	PCX4_HUMAN	1172
Q54WZ2	Q54WZ2	reviewed	VACB_DICDI	592
P47102	P47102	reviewed	GEA1_YEAST	1408
Q20498	Q20498	reviewed	RRC1_CAEEL	759
P40362	P40362	reviewed	UTP18_YEAST	594
Q94FY8	Q94FY8	reviewed	TOCC_MAIZE	474
Q9H2F9	Q9H2F9	reviewed	CCD68_HUMAN	335
O13816	O13816	reviewed	SCC3_SCHPO	962
A0A142C7A0	A0A142C7A0	reviewed	PHNB_PENHR	409
Q04750	Q04750	reviewed	TOP1_MOUSE	767
Q8GY61	Q8GY61	reviewed	BH063_ARATH	335
A2XAM1	A2XAM1	reviewed	Y2551_ORYSI	129
Q6B0B8	Q6B0B8	reviewed	TIGD3_HUMAN	471
Q9DBS1	Q9DBS1	reviewed	TMM43_MOUSE	400
Q3ULJ0	Q3ULJ0	reviewed	GPD1L_MOUSE	351
Q8BW41	Q8BW41	reviewed	PMGT2_MOUSE	580
Q9GLF3	Q9GLF3	reviewed	CLC5A_PIG	185
O74561	O74561	reviewed	YCZ8_SCHPO	967
Q6NNP0	Q6NNP0	reviewed	ATG16_ARATH	509
Q9CRC6	Q9CRC6	reviewed	BORC7_MOUSE	105
Q9SYI0	Q9SYI0	reviewed	SECA1_ARATH	1022
Q86U90	Q86U90	reviewed	YRDC_HUMAN	279
Q54VZ4	Q54VZ4	reviewed	RL18_DICDI	181
Q9Y376	Q9Y376	reviewed	CAB39_HUMAN	341
P53991	P53991	reviewed	FENR_CHLRE	354
P84984	P84984	reviewed	GSTF2_POPEU	38
P14486	P14486	reviewed	CUP4_SARBU	37
Q5U5Q3	Q5U5Q3	reviewed	MEX3C_HUMAN	659
Q550F6	Q550F6	reviewed	DCX_DICDI	308
Q9W1F4	Q9W1F4	reviewed	THOC5_DROME	616
P45850	P45850	reviewed	OXO1_HORVU	201
Q9Y7P6	Q9Y7P6	reviewed	MUG72_SCHPO	574
Q9HGM8	Q9HGM8	reviewed	KU80_SCHPO	695
Q8MNT9	Q8MNT9	reviewed	NMAD1_CAEEL	291
P0DN75	P0DN75	reviewed	ISCA1_COLLI	132
P53921	P53921	reviewed	RN35_YEAST	115
Q9WVI9	Q9WVI9	reviewed	JIP1_MOUSE	707
Q32P67	Q32P67	reviewed	PIRC1_BOVIN	136
Q8CF02	Q8CF02	reviewed	FM25C_MOUSE	89
Q8K019	Q8K019	reviewed	BCLF1_MOUSE	919
P05744	P05744	reviewed	RL33A_YEAST	107
Q9VMG0	Q9VMG0	reviewed	DNAT2_DROME	216
Q8BGS2	Q8BGS2	reviewed	BOLA2_MOUSE	86
P29137	P29137	reviewed	CHI1_CASSA	35
Q9US05	Q9US05	reviewed	BFR2_SCHPO	452
Q8R370	Q8R370	reviewed	USBP1_MOUSE	680
Q5BJT0	Q5BJT0	reviewed	ARGL1_RAT	271
Q8CEL2	Q8CEL2	reviewed	CFA61_MOUSE	1252
Q9SE83	Q9SE83	reviewed	DRP2A_ARATH	914
P83252	P83252	reviewed	BGAL_HORVU	38
P36119	P36119	reviewed	RQT4_YEAST	530
Q8VZ55	Q8VZ55	reviewed	RK35_ARATH	145
Q9C593	Q9C593	reviewed	O3L1_ARATH	264
Q9UJ78	Q9UJ78	reviewed	ZMYM5_HUMAN	669
O43310	O43310	reviewed	CTIF_HUMAN	598
F0ZDD0	F0ZDD0	reviewed	TPS6_DICPU	310
O88761	O88761	reviewed	PSMD1_RAT	953
Q5BBX1	Q5BBX1	reviewed	VOSA_EMENI	430
P17535	P17535	reviewed	JUND_HUMAN	347
E9PYL2	E9PYL2	reviewed	PRR12_MOUSE	2035
Q9Y7N1	Q9Y7N1	reviewed	YCK3_SCHPO	240
Q6T938	Q6T938	reviewed	FIBP_DANRE	355
P48383	P48383	reviewed	SAK1_SCHPO	766
Q9HDX7	Q9HDX7	reviewed	YK1D_SCHPO	529
Q8N7N6	Q8N7N6	reviewed	CIKS_MOUSE	555
Q8BVA5	Q8BVA5	reviewed	LDAH_MOUSE	326
A2RTY3	A2RTY3	reviewed	HEAT9_HUMAN	570
O42975	O42975	reviewed	NRDE2_SCHPO	972
Q8NDZ0	Q8NDZ0	reviewed	BEND2_HUMAN	799
Q9UU84	Q9UU84	reviewed	MU170_SCHPO	426
P49411	P49411	reviewed	EFTU_HUMAN	455
P0C7W6	P0C7W6	reviewed	CC172_HUMAN	258
O13988	O13988	reviewed	POT1_SCHPO	555
Q5VT52	Q5VT52	reviewed	RPRD2_HUMAN	1461
P48438	P48438	reviewed	GSTF_BRAOT	76
Q96C45	Q96C45	reviewed	ULK4_HUMAN	1275
Q3THF9	Q3THF9	reviewed	CQ10B_MOUSE	240
A7DTF0	A7DTF0	reviewed	MRG1_CAEEL	337
Q9NW61	Q9NW61	reviewed	PKHJ1_HUMAN	149
Q9SR77	Q9SR77	reviewed	HBPL1_ARATH	309
Q06164	Q06164	reviewed	MMS22_YEAST	1454
Q9SCL7	Q9SCL7	reviewed	NAGK_ARATH	347
Q969F9	Q969F9	reviewed	HPS3_HUMAN	1004
Q92355	Q92355	reviewed	SEN1_SCHPO	1687
Q6R0E3	Q6R0E3	reviewed	TRP5_ARATH	630
Q4ZGE1	Q4ZGE1	reviewed	EMR1_SCHPO	61
P11632	P11632	reviewed	NHP6A_YEAST	93
Q8IKG4	Q8IKG4	reviewed	DXR_PLAF7	488
Q9SQR5	Q9SQR5	reviewed	SINE2_ARATH	554
P53723	P53723	reviewed	YN8B_YEAST	404
P23500	P23500	reviewed	MRS4_YEAST	304
Q6DN12	Q6DN12	reviewed	MCTP2_HUMAN	878
Q5JPI3	Q5JPI3	reviewed	CC038_HUMAN	329
O13702	O13702	reviewed	GLD1_SCHPO	450
O82256	O82256	reviewed	COL13_ARATH	332
Q12342	Q12342	reviewed	LDB17_YEAST	491
O55222	O55222	reviewed	ILK_MOUSE	452
Q9VD73	Q9VD73	reviewed	GLEC_DROME	228
P36121	P36121	reviewed	RPC5_YEAST	282
Q9W1R4	Q9W1R4	reviewed	ICE1_DROME	1395
Q8VE99	Q8VE99	reviewed	CC115_MOUSE	180
P13469	P13469	reviewed	MODU_DROME	542
P43554	P43554	reviewed	SWP82_YEAST	623
Q39249	Q39249	reviewed	VDE_ARATH	462
Q8K0U3	Q8K0U3	reviewed	TMM17_MOUSE	198
Q944H2	Q944H2	reviewed	AB12I_ARATH	391
Q05921	Q05921	reviewed	RN5A_MOUSE	735
P34427	P34427	reviewed	LIN36_CAEEL	962
Q8BUR9	Q8BUR9	reviewed	MZT1_MOUSE	78
Q12509	Q12509	reviewed	ARP6_YEAST	438
Q4G0S7	Q4G0S7	reviewed	CC152_HUMAN	254
Q91YP3	Q91YP3	reviewed	DEOC_MOUSE	318
P56785	P56785	reviewed	TI214_ARATH	1786
Q02606	Q02606	reviewed	YP014_YEAST	381
O94688	O94688	reviewed	APC15_SCHPO	136
Q9P4W7	Q9P4W7	reviewed	APC5_SCHPO	744
P09880	P09880	reviewed	TRNL_YEAST	827
G5EG17	G5EG17	reviewed	SMC6_CAEEL	1149
Q9D1I2	Q9D1I2	reviewed	CAR19_MOUSE	183
P92204	P92204	reviewed	NELFE_DROME	280
Q9BV86	Q9BV86	reviewed	NTM1A_HUMAN	223
F1DBB4	F1DBB4	reviewed	MPAH_PENBR	433
P0C5M0	P0C5M0	reviewed	YD320_YEAST	45
P40489	P40489	reviewed	XBP1_YEAST	647
Q920G0	Q920G0	reviewed	SKAP2_RAT	358
P09353	P09353	reviewed	SR3A_PHYPO	103
C0HLP9	C0HLP9	reviewed	NLTP1_FOEVU	91
P10613	P10613	reviewed	CP51_CANAL	528
Q55D85	Q55D85	reviewed	CAS1_DICDI	703
Q96AQ1	Q96AQ1	reviewed	CC74A_HUMAN	378
Q62985	Q62985	reviewed	SH2B1_RAT	756
P07936	P07936	reviewed	NEUM_RAT	226
A0A291PQF1	A0A291PQF1	reviewed	UGT5_DACCO	526
P38878	P38878	reviewed	LNP_YEAST	278
P0CY15	P0CY15	reviewed	MATMI_SCHPO	42
P39983	P39983	reviewed	SDD1_YEAST	233
Q9VQD6	Q9VQD6	reviewed	ELBA2_DROME	381
A0MFS9	A0MFS9	reviewed	CACLC_ARATH	665
P34165	P34165	reviewed	MFA1_YEAST	36
O74389	O74389	reviewed	MU176_SCHPO	406
P24846	P24846	reviewed	DAPA1_WHEAT	388
Q92800	Q92800	reviewed	EZH1_HUMAN	747
Q8W485	Q8W485	reviewed	Y5010_ARATH	214
O94478	O94478	reviewed	MU137_SCHPO	420
P39047	P39047	reviewed	MYTR_MITCE	198
P53552	P53552	reviewed	THO2_YEAST	1597
P48235	P48235	reviewed	ECL1_YEAST	211
D0EL35	D0EL35	reviewed	CTC1_ARATH	1272
Q585P3	Q585P3	reviewed	H2F1_TRYB2	524
C0HK52	C0HK52	reviewed	ATPB_PICAN	476
P02539	P02539	reviewed	K2M1_SHEEP	109
F6VAN0	F6VAN0	reviewed	ATF6A_MOUSE	656
Q9STF2	Q9STF2	reviewed	PTA16_ARATH	510
Q5VUM1	Q5VUM1	reviewed	SDHF4_HUMAN	108
Q5BB47	Q5BB47	reviewed	CSN6_EMENI	386
P92960	P92960	reviewed	KAT3_ARATH	662
Q9U405	Q9U405	reviewed	GRAU_DROME	570
P85954	P85954	reviewed	G3PC_PSEMZ	47
Q93WI0	Q93WI0	reviewed	STR12_ARATH	299
P32338	P32338	reviewed	RME1_YEAST	300
Q9FMB4	Q9FMB4	reviewed	AUG5_ARATH	796
Q6WN19	Q6WN19	reviewed	RTN2_RAT	469
Q9NYZ3	Q9NYZ3	reviewed	GTSE1_HUMAN	720
Q22197	Q22197	reviewed	CKI1_CAEEL	184
Q99871	Q99871	reviewed	HAUS7_HUMAN	358
Q8JZS0	Q8JZS0	reviewed	LIN7A_MOUSE	233
O95453	O95453	reviewed	PARN_HUMAN	639
P52944	P52944	reviewed	PDLI1_RAT	327
O82629	O82629	reviewed	VATG2_ARATH	106
Q5F2C3	Q5F2C3	reviewed	MEIKN_MOUSE	434
O13688	O13688	reviewed	NSE6_SCHPO	522
Q86SG6	Q86SG6	reviewed	NEK8_HUMAN	692
Q09525	Q09525	reviewed	PARP2_CAEEL	538
Q9ASW3	Q9ASW3	reviewed	IQD21_ARATH	471
Q07418	Q07418	reviewed	PEX19_YEAST	342
P46682	P46682	reviewed	AP3B_YEAST	809
P32583	P32583	reviewed	SRP40_YEAST	406
Q12175	Q12175	reviewed	MSH5_YEAST	901
Q7TNG5	Q7TNG5	reviewed	EMAL2_MOUSE	649
Q9ULR5	Q9ULR5	reviewed	PAI2B_HUMAN	123
P38682	P38682	reviewed	GLO3_YEAST	493
I1RL12	I1RL12	reviewed	DPFGK_GIBZE	298
P53079	P53079	reviewed	COG1_YEAST	417
O94740	O94740	reviewed	CDC37_SCHPO	466
P86247	P86247	reviewed	K2C8_MESAU	110
Q8N292	Q8N292	reviewed	GAPT_HUMAN	157
Q06738	Q06738	reviewed	RD29A_ARATH	710
P86231	P86231	reviewed	ODO1_MESAU	180
D6W196	D6W196	reviewed	CMC1_YEAST	494
P31888	P31888	reviewed	CALCR_PELRI	37
Q9QZN0	Q9QZN0	reviewed	FBX15_MOUSE	433
Q02754	Q02754	reviewed	YP067_YEAST	198
P32525	P32525	reviewed	ECM25_YEAST	599
Q9BS91	Q9BS91	reviewed	S35A5_HUMAN	424
Q9NVH2	Q9NVH2	reviewed	INT7_HUMAN	962
G5EGN3	G5EGN3	reviewed	ELT6_CAEEL	367
P47078	P47078	reviewed	YJA9_YEAST	108
P40957	P40957	reviewed	MAD1_YEAST	749
Q53R41	Q53R41	reviewed	FAKD1_HUMAN	847
Q4KLM5	Q4KLM5	reviewed	ABT1_RAT	268
O44498	O44498	reviewed	SET9_CAEEL	1623
P81624	P81624	reviewed	ACBP1_DIGLA	30
P38953	P38953	reviewed	RAD55_YEAST	406
Q9D142	Q9D142	reviewed	NUD14_MOUSE	222
Q9FME4	Q9FME4	reviewed	PP438_ARATH	521
Q12291	Q12291	reviewed	BMT6_YEAST	365
